X,Y,Operator,Opref,Sitengr,Antennaht,Transtype,Freqband,Anttype,Powerdbw,Maxpwrdbw,Maxpwrdbm,Sitelat,Sitelng,pcd_sector,geo_code
452103.2078,191829.6623,Three,OX0036,SU5200091882,23,UMTS,2100,Sectored,26.56,,65,51.622883,-1.248759,OX117,38
449152.8609,191497.6674,T-Mobile,91851,SU4905091550,16,GSM,1800,SECTOR,29,32,,51.620163,-1.29142,OX117,38
449152.8609,191497.6674,T-Mobile,91851,SU4905091550,16,GSM,1800,SECTOR,29,32,,51.620163,-1.29142,OX117,38
449152.8609,191497.6674,T-Mobile,91851,SU4905091550,16,GSM,1800,SECTOR,29,32,,51.620163,-1.29142,OX117,38
451303.0918,191047.5785,Vodafone,37385,SU5120091100,15,GSM,900,Macro,27.5,32,,51.615925,-1.26043,OX117,38
452095.2017,191840.7029,Vodafone,61194,SU5199291893,20,UMTS,2100,Macro,29.5,,65,51.622983,-1.248873,OX117,38
452095.2017,191840.7029,Vodafone,61194,SU5199291893,20,UMTS,2100,Macro,29.5,,65,51.622983,-1.248873,OX117,38
452095.2017,191840.7029,Vodafone,61194,SU5199291893,20,UMTS,2100,Macro,29.8,,65,51.622983,-1.248873,OX117,38
452845.3091,189857.4731,Airwave,TVY092O,SU5274289910,22.61,TETRA,400,Directional,21,25,,51.605083,-1.238337,OX118,38
452353.2186,189997.5245,O2,2025,SU5225090050,31,GSM,900,Sectored,21.69,32,,51.606388,-1.245421,OX118,38
452353.2186,189997.5245,O2,2025,SU5225090050,31,GSM,1800,Sectored,22.67,32,,51.606388,-1.245421,OX118,38
452353.2186,189997.5245,O2,2025,SU5225090050,31,UMTS,2100,Sectored,29.5,,65,51.606388,-1.245421,OX118,38
452303.2443,189947.5125,Orange,OXF0023,SU5220090000,20,GSM,1800,SECTOR,27.8,32,,51.605943,-1.24615,OX118,38
452303.2443,189947.5125,Orange,OXF0023,SU5220090000,20,UMTS,2100,SECTOR,27.6,,65,51.605943,-1.24615,OX118,38
452340.1951,190004.5087,Three,OX0038,SU5223790057,17,UMTS,2100,Sectored,26.56,,65,51.606452,-1.245608,OX118,38
452378.2406,190022.4754,Three,OX0227,SU5227590075,27,UMTS,2100,Sectored,25.75,,65,51.60661,-1.245056,OX118,38
452378.2406,190022.4754,T-Mobile,93350,SU5227590075,27,GSM,1800,SECTOR,26,32,,51.60661,-1.245056,OX118,38
452378.2406,190022.4754,T-Mobile,93350,SU5227590075,27,GSM,1800,SECTOR,26,32,,51.60661,-1.245056,OX118,38
452378.2406,190022.4754,T-Mobile,93350,SU5227590075,27,GSM,1800,SECTOR,26,32,,51.60661,-1.245056,OX118,38
452378.2406,190022.4754,T-Mobile,93350,SU5227590075,27,UMTS,2100,SECTOR,18,,65,51.60661,-1.245056,OX118,38
452378.2406,190022.4754,T-Mobile,93350,SU5227590075,27,UMTS,2100,SECTOR,18,,65,51.60661,-1.245056,OX118,38
452378.2406,190022.4754,T-Mobile,93350,SU5227590075,27,UMTS,2100,SECTOR,18,,65,51.60661,-1.245056,OX118,38
452372.1908,190031.5337,Vodafone,1367,SU5226990084,19.84,GSM,900,Macro,23.5,32,,51.606692,-1.245142,OX118,38
452372.1908,190031.5337,Vodafone,1367,SU5226990084,19.84,GSM,900,Macro,23.5,32,,51.606692,-1.245142,OX118,38
452372.1908,190031.5337,Vodafone,1367,SU5226990084,19.84,GSM,900,Macro,23.5,32,,51.606692,-1.245142,OX118,38
452372.1908,190031.5337,Vodafone,1367,SU5226990084,19.84,GSM,1800,Macro,21.8,32,,51.606692,-1.245142,OX118,38
452372.1908,190031.5337,Vodafone,1367,SU5226990084,19.84,GSM,1800,Macro,21.8,32,,51.606692,-1.245142,OX118,38
452372.1908,190031.5337,Vodafone,1367,SU5226990084,19.84,GSM,1800,Macro,21.8,32,,51.606692,-1.245142,OX118,38
452372.1908,190031.5337,Vodafone,1367,SU5226990084,19.84,UMTS,2100,Macro,28.5,,65,51.606692,-1.245142,OX118,38
452372.1908,190031.5337,Vodafone,1367,SU5226990084,19.84,UMTS,2100,Macro,28.5,,65,51.606692,-1.245142,OX118,38
452372.1908,190031.5337,Vodafone,1367,SU5226990084,19.84,UMTS,2100,Macro,28.5,,65,51.606692,-1.245142,OX118,38
455492.6254,189034.3894,O2,18057,SU5538989087,14.2,UMTS,2100,Sectored,29.6,,65,51.597429,-1.200245,OX119,38
452383.1763,184646.8858,Orange,OXF0063,SU5228084700,20,GSM,1800,SECTOR,26.8,32,,51.55828,-1.245785,OX119,38
456653.7782,188427.3374,Orange,OXF0088,SU5655088480,19,GSM,1800,SECTOR,26.4,32,,51.591856,-1.183581,OX119,38
456653.7782,188427.3374,Orange,OXF0088,SU5655088480,19,UMTS,2100,SECTOR,28.8,,65,51.591856,-1.183581,OX119,38
454533.5195,189577.4671,Orange,OXF0148,SU5443089630,15,GSM,1800,SECTOR,27.4,32,,51.602405,-1.214006,OX119,38
454533.5195,189577.4671,Orange,OXF0148,SU5443089630,15,UMTS,2100,SECTOR,28.5,,65,51.602405,-1.214006,OX119,38
455481.622,189033.3793,Three,OX0283,SU5537889086,24.3,UMTS,2100,Sectored,25.75,,65,51.597421,-1.200404,OX119,38
455481.622,189033.3793,T-Mobile,61395,SU5537889086,14,GSM,1800,SECTOR,30,32,,51.597421,-1.200404,OX119,38
455481.622,189033.3793,T-Mobile,61395,SU5537889086,14,GSM,1800,SECTOR,32,32,,51.597421,-1.200404,OX119,38
455481.622,189033.3793,T-Mobile,61395,SU5537889086,14,GSM,1800,SECTOR,32,32,,51.597421,-1.200404,OX119,38
452423.2335,184446.8671,Vodafone,22160,SU5232084500,14.3,GSM,900,Macro,25.8,32,,51.556478,-1.245237,OX119,38
452423.2335,184446.8671,Vodafone,22160,SU5232084500,14.3,GSM,900,Macro,25.8,32,,51.556478,-1.245237,OX119,38
455461.632,189119.3634,Vodafone,31332,SU5535889172,15,GSM,900,Macro,27.5,32,,51.598196,-1.200679,OX119,38
453854.4368,190908.6309,Vodafone,61196,SU5375190961,10,UMTS,2100,Macro,29.4,,65,51.614438,-1.223606,OX119,38
453854.4368,190908.6309,Vodafone,61196,SU5375190961,10,UMTS,2100,Macro,29.4,,65,51.614438,-1.223606,OX119,38
453854.4368,190908.6309,Vodafone,61196,SU5375190961,10,UMTS,2100,Macro,29.4,,65,51.614438,-1.223606,OX119,38
440906.7735,191309.6866,Network Rail,38,SU4080591362,29,GSM,900,MACRO,26.5,32,,51.619131,-1.410543,OX120,38
442320.0084,193164.9477,O2,9545,SU4221893217,21.5,GSM,900,Sectored,25.41,32,,51.635707,-1.389908,OX120,38
440511.7633,191137.6787,Orange,OXF0145,SU4041091190,18,GSM,1800,SECTOR,28.2,32,,51.617613,-1.416268,OX120,38
440511.7633,191137.6787,Orange,OXF0145,SU4041091190,18,UMTS,2100,SECTOR,28.7,,65,51.617613,-1.416268,OX120,38
442316.9466,193166.9242,Three,OX0280,SU4221593219,18.16,UMTS,2100,Sectored,17.79,,65,51.635725,-1.389952,OX120,38
442316.9466,193166.9242,T-Mobile,61319,SU4221593219,18.86,GSM,1800,SECTOR,30,32,,51.635725,-1.389952,OX120,38
442316.9466,193166.9242,T-Mobile,61319,SU4221593219,18.86,GSM,1800,SECTOR,29,32,,51.635725,-1.389952,OX120,38
442316.9466,193166.9242,T-Mobile,61319,SU4221593219,18.86,GSM,1800,SECTOR,29,32,,51.635725,-1.389952,OX120,38
440251.6882,191217.693,Vodafone,37387,SU4015091270,12,GSM,900,Macro,27.5,32,,51.618351,-1.420015,OX120,38
440346.7243,189147.4493,Airwave,TVY141O,SU4024589200,27.2,TETRA,400,Omni,17,25,,51.599731,-1.41888,OX127,38
440379.7268,189143.4851,O2,1400,SU4027889196,24,GSM,900,Sectored,23.61,32,,51.599693,-1.418404,OX127,38
442738.9899,191344.6978,O2,18658,SU4263791397,16.5,GSM,900,Sectored,24,32,,51.61931,-1.384076,OX127,38
440379.7268,189143.4851,O2,1400,SU4027889196,24,GSM,1800,Sectored,26.11,32,,51.599693,-1.418404,OX127,38
440379.7268,189143.4851,O2,1400,SU4027889196,24,UMTS,2100,Sectored,29.2,,65,51.599693,-1.418404,OX127,38
442738.9899,191344.6978,O2,18658,SU4263791397,16.75,UMTS,2100,Sectored,28.89,,65,51.61931,-1.384076,OX127,38
440301.6827,189097.3744,Orange,OXF0044,SU4020089150,20,GSM,1800,SECTOR,26.8,32,,51.599284,-1.419536,OX127,38
440301.6827,189097.3744,Orange,OXF0044,SU4020089150,20,UMTS,2100,SECTOR,28.4,,65,51.599284,-1.419536,OX127,38
440321.6838,189038.4731,Three,OX0120,SU4022089091,18.3,UMTS,2100,Sectored,18.7,,65,51.598753,-1.419254,OX127,38
440346.7243,189147.4493,T-Mobile,92788,SU4024589200,19,GSM,1800,SECTOR,30,32,,51.599731,-1.41888,OX127,38
440346.7243,189147.4493,T-Mobile,92788,SU4024589200,19,GSM,1800,SECTOR,30,32,,51.599731,-1.41888,OX127,38
440346.7243,189147.4493,T-Mobile,92788,SU4024589200,19,GSM,1800,SECTOR,30,32,,51.599731,-1.41888,OX127,38
440346.7243,189147.4493,Vodafone,22138,SU4024589200,14.7,GSM,900,Macro,27.1,32,,51.599731,-1.41888,OX127,38
440346.7243,189147.4493,Vodafone,22138,SU4024589200,14.7,GSM,900,Macro,27.1,32,,51.599731,-1.41888,OX127,38
440346.7243,189147.4493,Vodafone,22138,SU4024589200,14.7,GSM,900,Macro,27.1,32,,51.599731,-1.41888,OX127,38
440346.7243,189147.4493,Vodafone,22138,SU4024589200,14.7,UMTS,2100,Macro,29,,65,51.599731,-1.41888,OX127,38
440346.7243,189147.4493,Vodafone,22138,SU4024589200,14.7,UMTS,2100,Macro,29,,65,51.599731,-1.41888,OX127,38
440346.7243,189147.4493,Vodafone,22138,SU4024589200,14.7,UMTS,2100,Macro,29,,65,51.599731,-1.41888,OX127,38
442277.9186,183870.7742,Airwave,TVY079O,SU4217683924,51.8,TETRA,400,Directional,21,25,,51.552148,-1.391633,OX128,38
440401.7293,187047.1979,Orange,OXF0010,SU4030087100,15,GSM,1800,SECTOR,26.8,32,,51.580844,-1.418327,OX128,38
440401.7293,187047.1979,Orange,OXF0010,SU4030087100,15,UMTS,2100,SECTOR,29.3,,65,51.580844,-1.418327,OX128,38
446152.4605,187897.2308,Orange,OXF7040,SU4605087950,8,GSM,1800,OMNI,24.2,32,,51.588046,-1.335228,OX128,38
444862.2666,189147.4115,Orange,OXF7041,SU4476089200,11.5,GSM,1800,SECTOR,27.2,32,,51.59939,-1.35369,OX128,38
443352.0858,188547.3569,Orange,OXF7042,SU4325088600,8,GSM,1800,SECTOR,23.7,32,,51.594113,-1.375566,OX128,38
440529.6837,179530.3033,Three,OX0249,SU4042879584,14.5,UMTS,2100,Sectored,17.89,,65,51.513251,-1.417344,OX128,00MB
446206.4389,189586.465,Three,OX0264,SU4610489639,12.1,UMTS,2100,Sectored,17.32,,65,51.603229,-1.334227,OX128,38
440111.697,187674.316,Three,OX0267,SU4001087727,12.8,UMTS,2100,Sectored,17.79,,65,51.586503,-1.422441,OX128,38
440111.697,187674.316,T-Mobile,91797,SU4001087727,13.5,GSM,1800,SECTOR,30,32,,51.586503,-1.422441,OX128,38
440111.697,187674.316,T-Mobile,91797,SU4001087727,13.5,GSM,1800,SECTOR,30,32,,51.586503,-1.422441,OX128,38
440111.697,187674.316,T-Mobile,91797,SU4001087727,13.5,GSM,1800,SECTOR,30,32,,51.586503,-1.422441,OX128,38
446206.4389,189586.465,T-Mobile,91824,SU4610489639,13,GSM,1800,SECTOR,30,32,,51.603229,-1.334227,OX128,38
446206.4389,189586.465,T-Mobile,91824,SU4610489639,13,GSM,1800,SECTOR,30,32,,51.603229,-1.334227,OX128,38
446206.4389,189586.465,T-Mobile,91824,SU4610489639,13,GSM,1800,SECTOR,30,32,,51.603229,-1.334227,OX128,38
440529.6837,179530.3033,T-Mobile,92818,SU4042879584,15,GSM,1800,SECTOR,29,32,,51.513251,-1.417344,OX128,00MB
440529.6837,179530.3033,T-Mobile,92818,SU4042879584,15,GSM,1800,SECTOR,29,32,,51.513251,-1.417344,OX128,00MB
440529.6837,179530.3033,Vodafone,8893,SU4042879584,16.15,GSM,900,Macro,24.5,32,,51.513251,-1.417344,OX128,00MB
440529.6837,179530.3033,Vodafone,8893,SU4042879584,16.15,GSM,900,Macro,24.5,32,,51.513251,-1.417344,OX128,00MB
442321.9269,183356.73,Vodafone,22136,SU4222083410,33,GSM,900,Macro,25.2,32,,51.547523,-1.39106,OX128,38
442321.9269,183356.73,Vodafone,22136,SU4222083410,33,GSM,900,Macro,25.2,32,,51.547523,-1.39106,OX128,38
442321.9269,183356.73,Vodafone,22136,SU4222083410,33,GSM,900,Macro,25.2,32,,51.547523,-1.39106,OX128,38
441401.813,188219.321,Vodafone,22408,SU4130088272,15,GSM,900,Macro,25.5,32,,51.59131,-1.403757,OX128,38
441401.813,188219.321,Vodafone,22408,SU4130088272,15,GSM,900,Macro,25.5,32,,51.59131,-1.403757,OX128,38
441401.813,188219.321,Vodafone,22408,SU4130088272,15,UMTS,2100,Macro,29.1,,65,51.59131,-1.403757,OX128,38
441401.813,188219.321,Vodafone,22408,SU4130088272,15,UMTS,2100,Macro,29.1,,65,51.59131,-1.403757,OX128,38
434200.9599,184646.8992,Airwave,TVY011O,SU3410084700,71,TETRA,400,Directional,21,25,,51.559672,-1.508044,OX129,38
439861.629,180296.4709,O2,3976,SU3976080350,24,GSM,900,Sectored,21.5,32,,51.520187,-1.426884,OX129,00MB
438601.5266,189497.4747,Orange,OXF0177,SU3850089550,20,GSM,1800,SECTOR,27.9,32,,51.603,-1.444037,OX129,38
438601.5266,189497.4747,Orange,OXF0177,SU3850089550,20,UMTS,2100,SECTOR,29.5,,65,51.603,-1.444037,OX129,38
434174.9549,184678.9788,Three,OX0277,SU3407484732,59.3,UMTS,2100,Sectored,17.79,,65,51.559962,-1.508416,OX129,38
434200.9599,184646.8992,T-Mobile,61252,SU3410084700,60,GSM,1800,SECTOR,28,32,,51.559672,-1.508044,OX129,38
434200.9599,184646.8992,T-Mobile,61252,SU3410084700,60,GSM,1800,SECTOR,27,32,,51.559672,-1.508044,OX129,38
434200.9599,184646.8992,T-Mobile,61252,SU3410084700,60,GSM,1800,SECTOR,28,32,,51.559672,-1.508044,OX129,38
435901.1833,188947.4684,Vodafone,22067,SU3580089000,15,GSM,900,Macro,26,32,,51.598233,-1.483081,OX129,38
435901.1833,188947.4684,Vodafone,22067,SU3580089000,15,GSM,900,Macro,26,32,,51.598233,-1.483081,OX129,38
435901.1833,188947.4684,Vodafone,22067,SU3580089000,15,GSM,900,Macro,26,32,,51.598233,-1.483081,OX129,38
441231.8828,197608.454,O2,3551,SU4113097660,16.5,GSM,900,Sectored,25.63,32,,51.675738,-1.405107,OX135,38
440901.8379,199848.6507,Orange,OXF0029,SU4080099900,15,GSM,1800,SECTOR,28.5,32,,51.695903,-1.409618,OX135,38
444882.3463,200436.7513,Three,OX0197,SP4478000488,14.35,UMTS,2100,Sectored,17.99,,65,51.700887,-1.351955,OX135,38
440797.7753,198712.5258,Three,OX0244,SU4069698764,11.35,UMTS,2100,Sectored,17.99,,65,51.685696,-1.411256,OX135,38
444882.3463,200436.7513,T-Mobile,61415,SP4478000488,15,GSM,1800,SECTOR,29,32,,51.700887,-1.351955,OX135,38
444882.3463,200436.7513,T-Mobile,61415,SP4478000488,15,GSM,1800,SECTOR,29,32,,51.700887,-1.351955,OX135,38
444882.3463,200436.7513,T-Mobile,61415,SP4478000488,15,GSM,1800,SECTOR,29,32,,51.700887,-1.351955,OX135,38
440797.7753,198712.5258,T-Mobile,92824,SU4069698764,12,GSM,1800,SECTOR,31,32,,51.685696,-1.411256,OX135,38
440797.7753,198712.5258,T-Mobile,92824,SU4069698764,12,GSM,1800,SECTOR,31,32,,51.685696,-1.411256,OX135,38
440797.7753,198712.5258,T-Mobile,92824,SU4069698764,12,GSM,1800,SECTOR,31,32,,51.685696,-1.411256,OX135,38
441231.826,197598.4432,Vodafone,1439,SU4113097650,20,GSM,900,Macro,25,32,,51.675648,-1.405109,OX135,38
441231.826,197598.4432,Vodafone,1439,SU4113097650,20,GSM,900,Macro,25,32,,51.675648,-1.405109,OX135,38
441231.826,197598.4432,Vodafone,1439,SU4113097650,20,GSM,900,Macro,25,32,,51.675648,-1.405109,OX135,38
444852.3147,200518.7933,Vodafone,4963,SP4475000570,27,GSM,900,Macro,25.6,32,,51.701627,-1.352379,OX135,38
444852.3147,200518.7933,Vodafone,4963,SP4475000570,27,GSM,900,Macro,25.6,32,,51.701627,-1.352379,OX135,38
444852.3147,200518.7933,Vodafone,4963,SP4475000570,27,GSM,900,Macro,25.6,32,,51.701627,-1.352379,OX135,38
447144.5798,191578.7068,Network Rail,40,SU4704291631,15,GSM,900,MACRO,25,32,,51.621063,-1.320415,OX136,38
449052.8371,199018.6052,Orange,OXF0021,SU4895099070,29,GSM,1800,SECTOR,26,32,,51.687789,-1.291812,OX136,38
449052.8371,199018.6052,Orange,OXF0021,SU4895099070,29,UMTS,2100,SECTOR,27.1,,65,51.687789,-1.291812,OX136,38
444822.281,196588.3141,Orange,OXF0033,SU4472096640,28,GSM,1800,SECTOR,26.5,32,,51.666292,-1.353317,OX136,38
446172.4794,191057.6785,Orange,OXF0156,SU4607091110,14,GSM,1800,SECTOR,28.4,32,,51.616459,-1.334524,OX136,38
446172.4794,191057.6785,Orange,OXF0156,SU4607091110,14,UMTS,2100,SECTOR,28.4,,65,51.616459,-1.334524,OX136,38
448293.7237,198274.4147,Three,OX0274,SU4819198326,10.35,UMTS,2100,Sectored,25.75,,65,51.681164,-1.302895,OX136,38
445470.3593,196335.2659,Three,OX0300,SU4536896387,15.2,UMTS,2100,Sectored,17.79,,65,51.663965,-1.34398,OX136,38
445470.3593,196335.2659,T-Mobile,91830,SU4536896387,15.9,GSM,1800,OMNI,30,32,,51.663965,-1.34398,OX136,38
445470.3593,196335.2659,T-Mobile,91830,SU4536896387,15.9,GSM,1800,SECTOR,31,32,,51.663965,-1.34398,OX136,38
445470.3593,196335.2659,T-Mobile,91830,SU4536896387,15.9,GSM,1800,SECTOR,31,32,,51.663965,-1.34398,OX136,38
446319.47,191498.6964,Vodafone,37386,SU4621791551,22.47,GSM,900,Macro,30.3,32,,51.620412,-1.332343,OX136,38
448556.7601,197653.3856,O2,8278,SU4845497705,16.5,GSM,900,Directional,22.5,32,,51.675558,-1.299177,OX141,38
448556.7601,197653.3856,O2,8278,SU4845497705,16.5,UMTS,900,Microcell,25.5,32,,51.675558,-1.299177,OX141,38
449181.8422,199082.5905,O2,37123,SU4907999134,21.6,GSM,900,Sectored,24,32,,51.688353,-1.289937,OX141,38
448556.7601,197653.3856,O2,8278,SU4845497705,16,UMTS,2100,Pico,27.6,,65,51.675558,-1.299177,OX141,38
449498.8988,197929.4598,O2,43188,SU4939697981,11,UMTS,2100,Sectored,28,,65,51.677958,-1.285514,OX141,38
447817.6816,196962.298,O2,43202,SU4771597014,16.5,UMTS,2100,Sectored,28.5,,65,51.669408,-1.309959,OX141,38
448202.7174,197128.342,Orange,OXF7028,SU4810097180,11,GSM,1800,SECTOR,25.8,32,,51.670868,-1.304369,OX141,38
448202.7174,197128.342,Orange,OXF7028,SU4810097180,11,UMTS,2100,SECTOR,21.6,,65,51.670868,-1.304369,OX141,38
448562.7918,197428.3175,Orange,OXF7029,SU4846097480,11,GSM,1800,SECTOR,26.8,32,,51.673534,-1.299121,OX141,38
448972.8599,197538.3798,Orange,OXF7030,SU4887097590,8,GSM,1800,SECTOR,23.8,32,,51.674488,-1.293176,OX141,38
449382.8475,197938.4479,Orange,OXF7090,SU4928097990,6.8,GSM,1800,MICROCELL,16.2,32,,51.678049,-1.287191,OX141,38
449192.848,199038.5397,Three,OX0215,SU4909099090,25,UMTS,2100,Sectored,17.89,,65,51.687956,-1.289784,OX141,38
449192.848,199038.5397,T-Mobile,98711,SU4909099090,20.3,GSM,1800,SECTOR,26,32,,51.687956,-1.289784,OX141,38
449192.848,199038.5397,T-Mobile,98711,SU4909099090,20.3,GSM,1800,SECTOR,26,32,,51.687956,-1.289784,OX141,38
449192.848,199038.5397,T-Mobile,98711,SU4909099090,20.3,GSM,1800,SECTOR,26,32,,51.687956,-1.289784,OX141,38
447817.6816,196962.298,Vodafone,1368,SU4771597014,15,GSM,900,Macro,25.2,32,,51.669408,-1.309959,OX141,38
447817.6816,196962.298,Vodafone,1368,SU4771597014,15,GSM,900,Macro,25.2,32,,51.669408,-1.309959,OX141,38
447817.6816,196962.298,Vodafone,1368,SU4771597014,15,GSM,900,Macro,25.4,32,,51.669408,-1.309959,OX141,38
447817.6816,196962.298,Vodafone,1368,SU4771597014,15,UMTS,2100,Macro,27.9,,65,51.669408,-1.309959,OX141,38
447817.6816,196962.298,Vodafone,1368,SU4771597014,15,UMTS,2100,Macro,27.9,,65,51.669408,-1.309959,OX141,38
447817.6816,196962.298,Vodafone,1368,SU4771597014,15,UMTS,2100,Macro,27.9,,65,51.669408,-1.309959,OX141,38
449180.8647,199083.5821,Vodafone,22263,SU4907899135,24,GSM,900,Macro,24.5,32,,51.688362,-1.289951,OX141,38
449180.8647,199083.5821,Vodafone,22263,SU4907899135,24,GSM,900,Macro,24.6,32,,51.688362,-1.289951,OX141,38
449180.8647,199083.5821,Vodafone,22263,SU4907899135,24,GSM,900,Macro,24.6,32,,51.688362,-1.289951,OX141,38
449180.8647,199083.5821,Vodafone,22263,SU4907899135,24,UMTS,2100,Macro,28.1,,65,51.688362,-1.289951,OX141,38
449180.8647,199083.5821,Vodafone,22263,SU4907899135,24,UMTS,2100,Macro,28.1,,65,51.688362,-1.289951,OX141,38
449180.8647,199083.5821,Vodafone,22263,SU4907899135,24,UMTS,2100,Macro,28.1,,65,51.688362,-1.289951,OX141,38
449498.8988,197929.4598,Vodafone,57274,SU4939697981,10.3,UMTS,2100,Macro,29.4,,65,51.677958,-1.285514,OX141,38
449498.8988,197929.4598,Vodafone,57274,SU4939697981,10.3,UMTS,2100,Macro,29.4,,65,51.677958,-1.285514,OX141,38
449498.8988,197929.4598,Vodafone,57274,SU4939697981,10.3,UMTS,2100,Macro,29.4,,65,51.677958,-1.285514,OX141,38
450649.0552,199263.5767,O2,43413,SU5054699315,14.6,UMTS,2100,Sectored,29.1,,65,51.68985,-1.268688,OX142,38
451653.1482,200418.7287,Orange,OXF0077,SP5155000470,25,GSM,1800,SECTOR,25.6,32,,51.700144,-1.253993,OX142,38
451653.1482,200418.7287,Orange,OXF0077,SP5155000470,25,UMTS,2100,SECTOR,28.4,,65,51.700144,-1.253993,OX142,38
450471.9999,198363.5205,Three,OX0071,SU5036998415,20,UMTS,2100,Sectored,26.26,,65,51.681774,-1.271379,OX142,38
450858.0821,200070.6412,Three,OX0230,SP5075500122,26,UMTS,2100,Sectored,18.7,,65,51.697087,-1.265547,OX142,38
450858.0821,200070.6412,T-Mobile,93394,SP5075500122,15,GSM,1800,SECTOR,27,32,,51.697087,-1.265547,OX142,38
450858.0821,200070.6412,T-Mobile,93394,SP5075500122,15,GSM,1800,SECTOR,27,32,,51.697087,-1.265547,OX142,38
450858.0821,200070.6412,T-Mobile,93394,SP5075500122,15,GSM,1800,SECTOR,27,32,,51.697087,-1.265547,OX142,38
450858.0821,200070.6412,T-Mobile,93394,SP5075500122,15,UMTS,2100,SECTOR,19,,65,51.697087,-1.265547,OX142,38
450858.0821,200070.6412,T-Mobile,93394,SP5075500122,15,UMTS,2100,SECTOR,19,,65,51.697087,-1.265547,OX142,38
450858.0821,200070.6412,T-Mobile,93394,SP5075500122,15,UMTS,2100,SECTOR,19,,65,51.697087,-1.265547,OX142,38
450649.0552,199263.5767,Vodafone,40613,SU5054699315,13.3,UMTS,2100,Macro,29.1,,65,51.68985,-1.268688,OX142,38
450649.0552,199263.5767,Vodafone,40613,SU5054699315,13.3,UMTS,2100,Macro,29.1,,65,51.68985,-1.268688,OX142,38
450649.0552,199263.5767,Vodafone,40613,SU5054699315,13.3,UMTS,2100,Macro,29.1,,65,51.68985,-1.268688,OX142,38
449975.9337,196531.2203,Airwave,TVY035M,SU4987396583,18,TETRA,400,Directional,21,25,,51.665345,-1.278815,OX143,38
452713.2763,198904.482,Network Rail,3059,SU5261098956,15,GSM,900,MACRO,25,32,,51.686432,-1.238883,OX143,38
452776.2851,196070.2264,O2,6674,SU5267396122,20,GSM,900,Sectored,24,32,,51.660945,-1.238399,OX143,38
452776.2851,196070.2264,O2,6674,SU5267396122,20,UMTS,900,Sectored,26,32,,51.660945,-1.238399,OX143,38
450895.0722,197980.4581,O2,8411,SU5079298032,10.5,GSM,900,Sectored,21.5,32,,51.678292,-1.265316,OX143,38
452776.2851,196070.2264,O2,6674,SU5267396122,20,UMTS,2100,Sectored,27,,65,51.660945,-1.238399,OX143,38
450782.0496,197239.3159,O2,43199,SU5067997291,21,UMTS,2100,Sectored,28.39,,65,51.671639,-1.267058,OX143,38
451003.0834,198028.4842,Orange,OXF0074,SU5090098080,15,GSM,1800,SECTOR,29.7,32,,51.678714,-1.263747,OX143,38
451003.0834,198028.4842,Orange,OXF0074,SU5090098080,15,UMTS,2100,SECTOR,28.9,,65,51.678714,-1.263747,OX143,38
451173.1082,196148.2044,Orange,OXF0089,SU5107096200,30,GSM,1800,SECTOR,25.6,32,,51.661794,-1.261563,OX143,38
451173.1082,196148.2044,Orange,OXF0089,SU5107096200,30,UMTS,2100,SECTOR,27.9,,65,51.661794,-1.261563,OX143,38
453083.3554,196288.2207,Orange,OXF0113,SU5298096340,32,GSM,1800,SECTOR,27,32,,51.662876,-1.233927,OX143,38
453083.3554,196288.2207,Orange,OXF0113,SU5298096340,32,UMTS,2100,SECTOR,27.7,,65,51.662876,-1.233927,OX143,38
449782.9095,197098.3641,Orange,OXF7031,SU4968097150,8,GSM,1800,OMNI,20.3,32,,51.670461,-1.281525,OX143,38
450983.0987,197328.3179,Orange,OXF7032,SU5088097380,11.5,GSM,1800,OMNI,22.2,32,,51.672421,-1.264138,OX143,38
449972.9192,196528.2986,Three,OX0256,SU4987096580,14.3,UMTS,2100,Sectored,17.79,,65,51.665319,-1.278859,OX143,38
450408.0344,197253.3743,Three,OX0279,SU5030597305,14.95,UMTS,2100,Sectored,17.79,,65,51.671799,-1.272464,OX143,38
450408.0344,197253.3743,T-Mobile,61276,SU5030597305,15,GSM,1800,SECTOR,26,32,,51.671799,-1.272464,OX143,38
450408.0344,197253.3743,T-Mobile,61276,SU5030597305,15,GSM,1800,SECTOR,26,32,,51.671799,-1.272464,OX143,38
450408.0344,197253.3743,T-Mobile,61276,SU5030597305,15,GSM,1800,SECTOR,26,32,,51.671799,-1.272464,OX143,38
450783.0657,197248.3356,Vodafone,22003,SU5068097300,20,GSM,900,Macro,25.9,32,,51.67172,-1.267042,OX143,38
450783.0657,197248.3356,Vodafone,22003,SU5068097300,20,GSM,900,Macro,25.9,32,,51.67172,-1.267042,OX143,38
450783.0657,197248.3356,Vodafone,22003,SU5068097300,20,UMTS,2100,Macro,29,,65,51.67172,-1.267042,OX143,38
450783.0657,197248.3356,Vodafone,22003,SU5068097300,20,UMTS,2100,Macro,29,,65,51.67172,-1.267042,OX143,38
448321.7166,193373.8707,O2,2725,SU4821993426,16.2,GSM,900,Sectored,25.76,32,,51.637103,-1.303166,OX144,38
449149.8201,191525.6672,O2,8013,SU4904791578,25,UMTS,2100,Sectored,28.79,,65,51.620415,-1.29146,OX144,38
448132.7311,191007.6055,Orange,OXF0042,SU4803091060,14,GSM,1800,SECTOR,26.3,32,,51.615845,-1.306221,OX144,38
